#"Progress (%)"	"Step"	"Speed (ns/day)"	"Time Remaining"
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:13:54
: 30.0%	3000	41.9	1:23:47:24
: 40.0%	4000	41.9	1:3:18:33
: 50.0%	5000	41.9	17:04:07
: 60.0%	6000	41.9	10:55:27
: 70.0%	7000	41.9	6:49:40
: 80.0%	8000	41.9	3:54:06
: 90.0%	9000	42	1:42:25
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:17:15
: 30.0%	3000	41.9	1:23:49:12
: 40.0%	4000	41.9	1:3:19:46
: 50.0%	5000	41.9	17:04:59
: 60.0%	6000	41.9	10:56:05
: 70.0%	7000	41.9	6:50:06
: 80.0%	8000	41.9	3:54:23
: 90.0%	9000	41.9	1:42:33
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:24:58
: 30.0%	3000	41.9	1:23:52:15
: 40.0%	4000	41.9	1:3:21:19
: 50.0%	5000	41.9	17:05:51
: 60.0%	6000	41.9	10:56:34
: 70.0%	7000	41.9	6:50:21
: 80.0%	8000	41.9	3:54:30
: 90.0%	9000	42	1:42:35
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:28:15
: 30.0%	3000	41.9	1:23:53:59
: 40.0%	4000	41.9	1:3:22:30
: 50.0%	5000	41.9	17:06:42
: 60.0%	6000	41.9	10:57:11
: 70.0%	7000	41.9	6:50:48
: 80.0%	8000	41.9	3:54:46
: 90.0%	9000	41.9	1:42:43
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:35:55
: 30.0%	3000	41.9	1:23:57:03
: 40.0%	4000	41.9	1:3:24:04
: 50.0%	5000	41.9	17:07:34
: 60.0%	6000	41.9	10:57:39
: 70.0%	7000	41.9	6:51:03
: 80.0%	8000	41.9	3:54:53
: 90.0%	9000	42	1:42:46
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:39:17
: 30.0%	3000	41.9	1:23:58:51
: 40.0%	4000	41.9	1:3:25:17
: 50.0%	5000	41.9	17:08:26
: 60.0%	6000	41.9	10:58:17
: 70.0%	7000	41.9	6:51:29
: 80.0%	8000	41.9	3:55:10
: 90.0%	9000	41.9	1:42:54
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:46:59
: 30.0%	3000	41.9	2:0:01:53
: 40.0%	4000	41.9	1:3:26:50
: 50.0%	5000	41.9	17:09:18
: 60.0%	6000	41.9	10:58:46
: 70.0%	7000	41.9	6:51:44
: 80.0%	8000	41.9	3:55:17
: 90.0%	9000	42	1:42:56
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:50:19
: 30.0%	3000	41.9	2:0:03:39
: 40.0%	4000	41.9	1:3:28:01
: 50.0%	5000	41.9	17:10:09
: 60.0%	6000	41.9	10:59:23
: 70.0%	7000	41.9	6:52:10
: 80.0%	8000	41.9	3:55:33
: 90.0%	9000	41.9	1:43:04
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:58:03
: 30.0%	3000	41.9	2:0:06:43
: 40.0%	4000	41.9	1:3:29:36
: 50.0%	5000	41.9	17:11:01
: 60.0%	6000	41.9	10:59:52
: 70.0%	7000	41.9	6:52:25
: 80.0%	8000	41.9	3:55:40
: 90.0%	9000	42	1:43:06
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:01:20
: 30.0%	3000	41.9	2:0:08:29
: 40.0%	4000	41.9	1:3:30:47
: 50.0%	5000	41.9	17:11:53
: 60.0%	6000	41.9	11:00:29
: 70.0%	7000	41.9	6:52:52
: 80.0%	8000	41.9	3:55:57
: 90.0%	9000	41.9	1:43:14
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:09:00
: 30.0%	3000	41.9	2:0:11:31
: 40.0%	4000	41.9	1:3:32:20
: 50.0%	5000	41.9	17:12:44
: 60.0%	6000	41.9	11:00:58
: 70.0%	7000	41.9	6:53:07
: 80.0%	8000	41.9	3:56:04
: 90.0%	9000	42	1:43:17
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:12:18
: 30.0%	3000	41.9	2:0:13:17
: 40.0%	4000	41.9	1:3:33:31
: 50.0%	5000	41.9	17:13:36
: 60.0%	6000	41.9	11:01:35
: 70.0%	7000	41.9	6:53:33
: 80.0%	8000	41.9	3:56:20
: 90.0%	9000	41.9	1:43:25
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:20:02
: 30.0%	3000	41.9	2:0:16:20
: 40.0%	4000	41.9	1:3:35:05
: 50.0%	5000	41.9	17:14:27
: 60.0%	6000	41.9	11:02:04
: 70.0%	7000	41.9	6:53:48
: 80.0%	8000	41.9	3:56:28
: 90.0%	9000	42	1:43:27
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:23:18
: 30.0%	3000	41.9	2:0:18:05
: 40.0%	4000	41.9	1:3:36:17
: 50.0%	5000	41.9	17:15:19
: 60.0%	6000	41.9	11:02:41
: 70.0%	7000	41.9	6:54:14
: 80.0%	8000	41.9	3:56:44
: 90.0%	9000	41.9	1:43:35
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:31:00
: 30.0%	3000	41.9	2:0:21:08
: 40.0%	4000	41.9	1:3:37:50
: 50.0%	5000	41.9	17:16:10
: 60.0%	6000	41.9	11:03:10
: 70.0%	7000	41.9	6:54:29
: 80.0%	8000	41.9	3:56:51
: 90.0%	9000	42	1:43:37
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:34:20
: 30.0%	3000	41.9	2:0:22:55
: 40.0%	4000	41.9	1:3:39:02
: 50.0%	5000	41.9	17:17:02
: 60.0%	6000	41.9	11:03:47
: 70.0%	7000	41.9	6:54:55
: 80.0%	8000	41.9	3:57:08
: 90.0%	9000	41.9	1:43:45
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:41:57
: 30.0%	3000	41.9	2:0:25:56
: 40.0%	4000	41.9	1:3:40:34
: 50.0%	5000	41.9	17:17:53
: 60.0%	6000	41.9	11:04:16
: 70.0%	7000	41.9	6:55:10
: 80.0%	8000	41.9	3:57:15
: 90.0%	9000	42	1:43:48
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:45:15
: 30.0%	3000	41.9	2:0:27:42
: 40.0%	4000	41.9	1:3:41:46
: 50.0%	5000	41.9	17:18:44
: 60.0%	6000	41.9	11:04:53
: 70.0%	7000	41.9	6:55:36
: 80.0%	8000	41.9	3:57:31
: 90.0%	9000	41.9	1:43:55
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:52:57
: 30.0%	3000	41.9	2:0:30:44
: 40.0%	4000	41.9	1:3:43:19
: 50.0%	5000	41.9	17:19:36
: 60.0%	6000	41.9	11:05:21
: 70.0%	7000	41.9	6:55:51
: 80.0%	8000	41.9	3:57:38
: 90.0%	9000	42	1:43:58
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:14:56:16
: 30.0%	3000	41.9	2:0:32:31
: 40.0%	4000	41.9	1:3:44:31
: 50.0%	5000	41.9	17:20:28
: 60.0%	6000	41.9	11:05:59
: 70.0%	7000	41.9	6:56:18
: 80.0%	8000	41.9	3:57:55
: 90.0%	9000	41.9	1:44:06
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:03:57
: 30.0%	3000	41.9	2:0:35:33
: 40.0%	4000	41.9	1:3:46:04
: 50.0%	5000	41.9	17:21:19
: 60.0%	6000	41.9	11:06:28
: 70.0%	7000	41.9	6:56:33
: 80.0%	8000	41.9	3:58:02
: 90.0%	9000	42	1:44:08
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:07:16
: 30.0%	3000	41.9	2:0:37:19
: 40.0%	4000	41.9	1:3:47:17
: 50.0%	5000	41.9	17:22:11
: 60.0%	6000	41.9	11:07:05
: 70.0%	7000	41.9	6:56:59
: 80.0%	8000	41.9	3:58:18
: 90.0%	9000	41.9	1:44:16
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:15:02
: 30.0%	3000	41.9	2:0:40:24
: 40.0%	4000	41.9	1:3:48:50
: 50.0%	5000	41.9	17:23:03
: 60.0%	6000	41.9	11:07:34
: 70.0%	7000	41.9	6:57:14
: 80.0%	8000	41.9	3:58:25
: 90.0%	9000	42	1:44:19
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:18:19
: 30.0%	3000	41.9	2:0:42:10
: 40.0%	4000	41.9	1:3:50:03
: 50.0%	5000	41.9	17:23:55
: 60.0%	6000	41.9	11:08:12
: 70.0%	7000	41.9	6:57:40
: 80.0%	8000	41.9	3:58:42
: 90.0%	9000	41.9	1:44:26
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:26:04
: 30.0%	3000	41.9	2:0:45:14
: 40.0%	4000	41.9	1:3:51:36
: 50.0%	5000	41.9	17:24:46
: 60.0%	6000	41.9	11:08:40
: 70.0%	7000	41.9	6:57:56
: 80.0%	8000	41.9	3:58:49
: 90.0%	9000	42	1:44:29
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:29:22
: 30.0%	3000	41.9	2:0:47:00
: 40.0%	4000	41.9	1:3:52:47
: 50.0%	5000	41.9	17:25:38
: 60.0%	6000	41.9	11:09:18
: 70.0%	7000	41.9	6:58:22
: 80.0%	8000	41.9	3:59:06
: 90.0%	9000	41.9	1:44:37
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:37:05
: 30.0%	3000	41.9	2:0:50:03
: 40.0%	4000	41.9	1:3:54:21
: 50.0%	5000	41.9	17:26:30
: 60.0%	6000	41.9	11:09:46
: 70.0%	7000	41.9	6:58:37
: 80.0%	8000	41.9	3:59:13
: 90.0%	9000	42	1:44:39
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:40:24
: 30.0%	3000	41.9	2:0:51:49
: 40.0%	4000	41.9	1:3:55:32
: 50.0%	5000	41.9	17:27:21
: 60.0%	6000	41.9	11:10:24
: 70.0%	7000	41.9	6:59:03
: 80.0%	8000	41.9	3:59:29
: 90.0%	9000	41.9	1:44:47
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:48:04
: 30.0%	3000	41.9	2:0:54:51
: 40.0%	4000	41.9	1:3:57:06
: 50.0%	5000	41.9	17:28:13
: 60.0%	6000	41.9	11:10:52
: 70.0%	7000	41.9	6:59:18
: 80.0%	8000	41.9	3:59:36
: 90.0%	9000	42	1:44:49
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:51:21
: 30.0%	3000	41.9	2:0:56:37
: 40.0%	4000	41.9	1:3:58:17
: 50.0%	5000	41.9	17:29:04
: 60.0%	6000	41.9	11:11:30
: 70.0%	7000	41.9	6:59:44
: 80.0%	8000	41.9	3:59:53
: 90.0%	9000	41.9	1:44:57
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:15:59:05
: 30.0%	3000	41.9	2:0:59:40
: 40.0%	4000	41.9	1:3:59:51
: 50.0%	5000	41.9	17:29:56
: 60.0%	6000	41.9	11:11:58
: 70.0%	7000	41.9	6:59:59
: 80.0%	8000	41.9	4:00:00
: 90.0%	9000	42	1:45:00
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:02:18
: 30.0%	3000	41.9	2:1:01:25
: 40.0%	4000	41.9	1:4:01:02
: 50.0%	5000	41.9	17:30:47
: 60.0%	6000	41.9	11:12:35
: 70.0%	7000	41.9	7:00:25
: 80.0%	8000	41.9	4:00:16
: 90.0%	9000	41.9	1:45:08
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:10:01
: 30.0%	3000	41.9	2:1:04:27
: 40.0%	4000	41.9	1:4:02:35
: 50.0%	5000	41.9	17:31:39
: 60.0%	6000	41.9	11:13:04
: 70.0%	7000	41.9	7:00:40
: 80.0%	8000	41.9	4:00:23
: 90.0%	9000	42	1:45:10
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:13:21
: 30.0%	3000	41.9	2:1:06:14
: 40.0%	4000	41.9	1:4:03:47
: 50.0%	5000	41.9	17:32:30
: 60.0%	6000	41.9	11:13:41
: 70.0%	7000	41.9	7:01:07
: 80.0%	8000	41.9	4:00:40
: 90.0%	9000	41.9	1:45:18
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:20:58
: 30.0%	3000	41.9	2:1:09:15
: 40.0%	4000	41.9	1:4:05:20
: 50.0%	5000	41.9	17:33:21
: 60.0%	6000	41.9	11:14:10
: 70.0%	7000	41.9	7:01:21
: 80.0%	8000	41.9	4:00:47
: 90.0%	9000	42	1:45:20
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:24:21
: 30.0%	3000	41.9	2:1:11:03
: 40.0%	4000	41.9	1:4:06:32
: 50.0%	5000	41.9	17:34:14
: 60.0%	6000	41.9	11:14:48
: 70.0%	7000	41.9	7:01:48
: 80.0%	8000	41.9	4:01:03
: 90.0%	9000	41.9	1:45:28
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:32:02
: 30.0%	3000	41.9	2:1:14:05
: 40.0%	4000	41.9	1:4:08:05
: 50.0%	5000	41.9	17:35:05
: 60.0%	6000	41.9	11:15:16
: 70.0%	7000	41.9	7:02:03
: 80.0%	8000	41.9	4:01:10
: 90.0%	9000	42	1:45:31
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:35:18
: 30.0%	3000	41.9	2:1:15:50
: 40.0%	4000	41.9	1:4:09:17
: 50.0%	5000	41.9	17:35:56
: 60.0%	6000	41.9	11:15:53
: 70.0%	7000	41.9	7:02:29
: 80.0%	8000	41.9	4:01:27
: 90.0%	9000	41.9	1:45:39
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:43:00
: 30.0%	3000	41.9	2:1:18:53
: 40.0%	4000	41.9	1:4:10:50
: 50.0%	5000	41.9	17:36:48
: 60.0%	6000	41.9	11:16:22
: 70.0%	7000	41.9	7:02:44
: 80.0%	8000	41.9	4:01:34
: 90.0%	9000	42	1:45:41
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:46:18
: 30.0%	3000	41.9	2:1:20:39
: 40.0%	4000	41.9	1:4:12:01
: 50.0%	5000	41.9	17:37:39
: 60.0%	6000	41.9	11:16:59
: 70.0%	7000	41.9	7:03:10
: 80.0%	8000	41.9	4:01:50
: 90.0%	9000	41.9	1:45:49
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:53:55
: 30.0%	3000	41.9	2:1:23:40
: 40.0%	4000	41.9	1:4:13:34
: 50.0%	5000	41.9	17:38:30
: 60.0%	6000	41.9	11:17:27
: 70.0%	7000	41.9	7:03:25
: 80.0%	8000	41.9	4:01:57
: 90.0%	9000	42	1:45:51
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:16:57:15
: 30.0%	3000	41.9	2:1:25:26
: 40.0%	4000	41.9	1:4:14:46
: 50.0%	5000	41.9	17:39:22
: 60.0%	6000	41.9	11:18:05
: 70.0%	7000	41.9	7:03:51
: 80.0%	8000	41.9	4:02:14
: 90.0%	9000	41.9	1:45:59
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:04:57
: 30.0%	3000	41.9	2:1:28:29
: 40.0%	4000	41.9	1:4:16:19
: 50.0%	5000	41.9	17:40:13
: 60.0%	6000	41.9	11:18:33
: 70.0%	7000	41.9	7:04:06
: 80.0%	8000	41.9	4:02:21
: 90.0%	9000	42	1:46:02
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:08:13
: 30.0%	3000	41.9	2:1:30:15
: 40.0%	4000	41.9	1:4:17:31
: 50.0%	5000	41.9	17:41:05
: 60.0%	6000	41.9	11:19:11
: 70.0%	7000	41.9	7:04:33
: 80.0%	8000	41.9	4:02:38
: 90.0%	9000	41.9	1:46:10
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:15:58
: 30.0%	3000	41.9	2:1:33:19
: 40.0%	4000	41.9	1:4:19:04
: 50.0%	5000	41.9	17:41:57
: 60.0%	6000	41.9	11:19:40
: 70.0%	7000	41.9	7:04:48
: 80.0%	8000	41.9	4:02:45
: 90.0%	9000	41.9	1:46:12
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:19:17
: 30.0%	3000	41.9	2:1:35:06
: 40.0%	4000	41.9	1:4:20:17
: 50.0%	5000	41.9	17:42:49
: 60.0%	6000	41.9	11:20:17
: 70.0%	7000	41.9	7:05:14
: 80.0%	8000	41.9	4:03:01
: 90.0%	9000	41.9	1:46:20
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:26:56
: 30.0%	3000	41.9	2:1:38:07
: 40.0%	4000	41.9	1:4:21:49
: 50.0%	5000	41.9	17:43:40
: 60.0%	6000	41.9	11:20:45
: 70.0%	7000	41.9	7:05:29
: 80.0%	8000	41.9	4:03:08
: 90.0%	9000	42	1:46:22
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:30:16
: 30.0%	3000	41.9	2:1:39:54
: 40.0%	4000	41.9	1:4:23:01
: 50.0%	5000	41.9	17:44:32
: 60.0%	6000	41.9	11:21:23
: 70.0%	7000	41.9	7:05:55
: 80.0%	8000	41.9	4:03:25
: 90.0%	9000	41.9	1:46:30
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:38:03
: 30.0%	3000	41.9	2:1:42:58
: 40.0%	4000	41.9	1:4:24:35
: 50.0%	5000	41.9	17:45:24
: 60.0%	6000	41.9	11:21:52
: 70.0%	7000	41.9	7:06:10
: 80.0%	8000	41.9	4:03:32
: 90.0%	9000	41.9	1:46:33
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:41:21
: 30.0%	3000	41.9	2:1:44:44
: 40.0%	4000	41.9	1:4:25:47
: 50.0%	5000	41.9	17:46:16
: 60.0%	6000	41.9	11:22:30
: 70.0%	7000	41.9	7:06:37
: 80.0%	8000	41.9	4:03:48
: 90.0%	9000	41.9	1:46:41
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:49:04
: 30.0%	3000	41.9	2:1:47:47
: 40.0%	4000	41.9	1:4:27:21
: 50.0%	5000	41.9	17:47:07
: 60.0%	6000	41.9	11:22:58
: 70.0%	7000	41.9	7:06:52
: 80.0%	8000	41.9	4:03:55
: 90.0%	9000	41.9	1:46:43
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:17:52:21
: 30.0%	3000	41.9	2:1:49:32
: 40.0%	4000	41.9	1:4:28:33
: 50.0%	5000	41.9	17:47:59
: 60.0%	6000	41.9	11:23:36
: 70.0%	7000	41.9	7:07:18
: 80.0%	8000	41.9	4:04:12
: 90.0%	9000	41.9	1:46:51
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:00:05
: 30.0%	3000	41.9	2:1:52:37
: 40.0%	4000	41.9	1:4:30:06
: 50.0%	5000	41.9	17:48:50
: 60.0%	6000	41.9	11:24:04
: 70.0%	7000	41.9	7:07:33
: 80.0%	8000	41.9	4:04:19
: 90.0%	9000	41.9	1:46:53
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:03:22
: 30.0%	3000	41.9	2:1:54:22
: 40.0%	4000	41.9	1:4:31:18
: 50.0%	5000	41.9	17:49:42
: 60.0%	6000	41.9	11:24:42
: 70.0%	7000	41.9	7:07:59
: 80.0%	8000	41.9	4:04:36
: 90.0%	9000	41.9	1:47:01
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:11:03
: 30.0%	3000	41.9	2:1:57:24
: 40.0%	4000	41.9	1:4:32:51
: 50.0%	5000	41.9	17:50:33
: 60.0%	6000	41.9	11:25:10
: 70.0%	7000	41.9	7:08:14
: 80.0%	8000	41.9	4:04:43
: 90.0%	9000	41.9	1:47:04
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:14:21
: 30.0%	3000	41.9	2:1:59:10
: 40.0%	4000	41.9	1:4:34:02
: 50.0%	5000	41.9	17:51:25
: 60.0%	6000	41.9	11:25:47
: 70.0%	7000	41.9	7:08:40
: 80.0%	8000	41.9	4:04:59
: 90.0%	9000	41.9	1:47:11
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:21:59
: 30.0%	3000	41.9	2:2:02:11
: 40.0%	4000	41.9	1:4:35:35
: 50.0%	5000	41.9	17:52:16
: 60.0%	6000	41.9	11:26:16
: 70.0%	7000	41.9	7:08:55
: 80.0%	8000	41.9	4:05:06
: 90.0%	9000	41.9	1:47:14
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:25:17
: 30.0%	3000	41.9	2:2:03:57
: 40.0%	4000	41.9	1:4:36:46
: 50.0%	5000	41.9	17:53:07
: 60.0%	6000	41.9	11:26:53
: 70.0%	7000	41.9	7:09:21
: 80.0%	8000	41.9	4:05:23
: 90.0%	9000	41.9	1:47:22
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:32:57
: 30.0%	3000	41.9	2:2:06:59
: 40.0%	4000	41.9	1:4:38:19
: 50.0%	5000	41.9	17:53:58
: 60.0%	6000	41.9	11:27:21
: 70.0%	7000	41.9	7:09:36
: 80.0%	8000	41.9	4:05:30
: 90.0%	9000	41.9	1:47:24
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:36:19
: 30.0%	3000	41.9	2:2:08:47
: 40.0%	4000	41.9	1:4:39:32
: 50.0%	5000	41.9	17:54:51
: 60.0%	6000	41.9	11:27:59
: 70.0%	7000	41.9	7:10:03
: 80.0%	8000	41.9	4:05:46
: 90.0%	9000	41.9	1:47:32
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:44:01
: 30.0%	3000	41.9	2:2:11:50
: 40.0%	4000	41.9	1:4:41:05
: 50.0%	5000	41.9	17:55:42
: 60.0%	6000	41.9	11:28:28
: 70.0%	7000	41.9	7:10:18
: 80.0%	8000	41.9	4:05:53
: 90.0%	9000	41.9	1:47:34
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:47:21
: 30.0%	3000	41.9	2:2:13:37
: 40.0%	4000	41.9	1:4:42:17
: 50.0%	5000	41.9	17:56:34
: 60.0%	6000	41.9	11:29:05
: 70.0%	7000	41.9	7:10:44
: 80.0%	8000	41.9	4:06:10
: 90.0%	9000	41.9	1:47:42
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:55:00
: 30.0%	3000	41.9	2:2:16:38
: 40.0%	4000	41.9	1:4:43:50
: 50.0%	5000	41.9	17:57:25
: 60.0%	6000	41.9	11:29:34
: 70.0%	7000	41.9	7:10:59
: 80.0%	8000	41.9	4:06:17
: 90.0%	9000	41.9	1:47:45
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:18:58:20
: 30.0%	3000	41.9	2:2:18:25
: 40.0%	4000	41.9	1:4:45:02
: 50.0%	5000	41.9	17:58:17
: 60.0%	6000	41.9	11:30:12
: 70.0%	7000	41.9	7:11:26
: 80.0%	8000	41.9	4:06:33
: 90.0%	9000	41.9	1:47:53
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:06:04
: 30.0%	3000	41.9	2:2:21:29
: 40.0%	4000	41.9	1:4:46:36
: 50.0%	5000	41.9	17:59:09
: 60.0%	6000	41.9	11:30:40
: 70.0%	7000	41.9	7:11:41
: 80.0%	8000	41.9	4:06:41
: 90.0%	9000	41.9	1:47:55
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:09:23
: 30.0%	3000	41.9	2:2:23:15
: 40.0%	4000	41.9	1:4:47:48
: 50.0%	5000	41.9	18:00:01
: 60.0%	6000	41.9	11:31:18
: 70.0%	7000	41.9	7:12:07
: 80.0%	8000	41.9	4:06:57
: 90.0%	9000	41.9	1:48:03
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:17:07
: 30.0%	3000	41.9	2:2:26:19
: 40.0%	4000	41.9	1:4:49:22
: 50.0%	5000	41.9	18:00:52
: 60.0%	6000	41.9	11:31:46
: 70.0%	7000	41.9	7:12:22
: 80.0%	8000	41.9	4:07:04
: 90.0%	9000	41.9	1:48:05
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:20:25
: 30.0%	3000	41.9	2:2:28:03
: 40.0%	4000	41.9	1:4:50:33
: 50.0%	5000	41.9	18:01:44
: 60.0%	6000	41.9	11:32:24
: 70.0%	7000	41.9	7:12:48
: 80.0%	8000	41.9	4:07:21
: 90.0%	9000	41.9	1:48:13
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:28:04
: 30.0%	3000	41.9	2:2:31:06
: 40.0%	4000	41.9	1:4:52:06
: 50.0%	5000	41.9	18:02:35
: 60.0%	6000	41.9	11:32:52
: 70.0%	7000	41.9	7:13:03
: 80.0%	8000	41.9	4:07:28
: 90.0%	9000	41.9	1:48:16
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:31:23
: 30.0%	3000	41.9	2:2:32:53
: 40.0%	4000	41.9	1:4:53:17
: 50.0%	5000	41.9	18:03:27
: 60.0%	6000	41.9	11:33:30
: 70.0%	7000	41.9	7:13:29
: 80.0%	8000	41.9	4:07:44
: 90.0%	9000	41.9	1:48:24
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:19:39:00
: 30.0%	3000	41.9	2:2:35:53
